id,name,uri,artist,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
1tV7RXsTGdwxAvEo8Rv9pp,No Ordinary Love - Remastered,spotify:track:1tV7RXsTGdwxAvEo8Rv9pp,"Sade, ",0.641,0.619,0.486,0.00883,0.0918,-10.421,0.0396,166.146,0.771
7nD9nN3jord9wWcfW3Gkcm,All In My Head (Flex),spotify:track:7nD9nN3jord9wWcfW3Gkcm,"Fifth Harmony, Fetty Wap, ",0.023,0.689,0.791,0,0.0526,-5.194,0.053,95.04,0.772
5BTo0g51UzNtfpzrxrY6RQ,Luxembourg Park,spotify:track:5BTo0g51UzNtfpzrxrY6RQ,"Omoh, ",0.384,0.88,0.405,0.00207,0.119,-8.228,0.0611,120.014,0.775
4S3Du6ZPFEzOKK9p5vbRrx,Pela Luz dos Olhos Teus - Bonus Track,spotify:track:4S3Du6ZPFEzOKK9p5vbRrx,"Miúcha, Antônio Carlos Jobim, ",0.877,0.455,0.286,0,0.108,-11.618,0.0581,116.81,0.776
7A2eHwcnRqegUGWov2K3P5,Lady On the Water,spotify:track:7A2eHwcnRqegUGWov2K3P5,"Blitzen Trapper, ",0.831,0.462,0.296,0,0.135,-14.688,0.0343,97.313,0.776
1Yimq2iZciRfLDDdeGnhiA,Samba Cantina,spotify:track:1Yimq2iZciRfLDDdeGnhiA,"Paul Desmond, ",0.831,0.497,0.317,0.265,0.101,-17.387,0.0455,152.421,0.777
3WXfQDsASfXrSojk9WB3aR,En Barranquilla Me Quedo,spotify:track:3WXfQDsASfXrSojk9WB3aR,"Joe Arroyo, La Verdad, ",0.172,0.642,0.7,0.000232,0.0895,-9.213,0.0552,103.899,0.781
2wlptOJ1g5fvLdu6ruKCKU,Madre Tierra (Oye),spotify:track:2wlptOJ1g5fvLdu6ruKCKU,"Chayanne, ",0.0183,0.695,0.954,0,0.249,-3.501,0.0607,124.961,0.781
0YlOfF6acp4MSxlNxcslfo,Way 'Cross Town - Originally Performed By Carl Perkins,spotify:track:0YlOfF6acp4MSxlNxcslfo,"Benny Green, Kenny Washington, Peter Washington, ",0.706,0.515,0.327,0.851,0.104,-15.817,0.0901,91.083,0.784
5Xru9DheDWuVfontF3xtN1,Mas Que Nada,spotify:track:5Xru9DheDWuVfontF3xtN1,"Tamba Trio, ",0.385,0.662,0.698,0.00213,0.0796,-6.942,0.0297,80.368,0.785
1jpzA2afTrTVH2nGJNAiN8,Foi um Rio Que Passou em Minha Vida - Ao Vivo,spotify:track:1jpzA2afTrTVH2nGJNAiN8,"Paulinho Da Viola, ",0.662,0.546,0.487,0.000246,0.697,-15.412,0.313,114.449,0.786
0Z98glGrCngj9wnW6Wkpsh,Para Voce - 2016 Summer Mix,spotify:track:0Z98glGrCngj9wnW6Wkpsh,"Gregor Salto, Curio Capoeira, ",0.0122,0.771,0.888,0,0.129,-3.956,0.0548,126.986,0.787
6DUdDIRgLqCGq1DwkNWQTN,Borro Cassette,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,"Maluma, ",0.132,0.73,0.701,0,0.151,-5.885,0.106,175.95,0.789
1KlDcHrlDPUJJPmMup3tUp,5 Years Time,spotify:track:1KlDcHrlDPUJJPmMup3tUp,"Noah And The Whale, ",0.335,0.8,0.559,0,0.148,-7.11,0.116,121.967,0.79
0mM39ptTtRKkeSfwsFKFxt,Bikini Body,spotify:track:0mM39ptTtRKkeSfwsFKFxt,"Dawin, R. City, ",0.0487,0.822,0.782,0,0.0465,-4.962,0.0448,99.053,0.79
0TNXILAGuF49nsIyylBACS,Til I Met Thee,spotify:track:0TNXILAGuF49nsIyylBACS,"Cody Chesnutt, ",0.052,0.557,0.665,0,0.163,-5.021,0.109,96.214,0.791
0qFKJ921JaLqUk51X2G0UD,Need You,spotify:track:0qFKJ921JaLqUk51X2G0UD,"Ftampa, Sex Room, ",0.625,0.636,0.833,0.0066,0.14,-4.504,0.0452,127.991,0.793
4Rwljh2dqc2mIimSzsPATg,So Danco Samba,spotify:track:4Rwljh2dqc2mIimSzsPATg,"Antônio Carlos Jobim, ",0.596,0.425,0.501,0.0494,0.094,-17.18,0.0495,82.823,0.795
30XakGlnxCn4NjBXzRm7KQ,Fibreglasses - Radio Edit,spotify:track:30XakGlnxCn4NjBXzRm7KQ,"Chicane, ",0.059,0.607,0.907,0.901,0.0983,-7.624,0.034,125.985,0.795
48MBgGMN8k8ctL9MoxiZL3,Feel Good,spotify:track:48MBgGMN8k8ctL9MoxiZL3,"Satin Jackets, Scavenger Hunt, ",0.398,0.806,0.603,0.0000817,0.145,-6.841,0.0971,113.996,0.796
1GT0Q2ZTeKtIBueYKr4vhr,La Bilirrubina - Live,spotify:track:1GT0Q2ZTeKtIBueYKr4vhr,"Juan Luis Guerra 4.40, ",0.622,0.585,0.977,0,0.328,-3.57,0.0615,138.264,0.799
5BSclXJTa9B0iURhUjZo50,La Tortura,spotify:track:5BSclXJTa9B0iURhUjZo50,"Shakira, Alejandro Sanz, ",0.0297,0.74,0.783,0.000308,0.123,-5.367,0.0427,100.011,0.801
4101xj55k6mKizH6DAsDOZ,Bebete Vãobora,spotify:track:4101xj55k6mKizH6DAsDOZ,"Jorge Ben Jor, ",0.808,0.599,0.538,0,0.441,-7.823,0.0611,89.844,0.803
3AetZLFrhRzIjNP0laKCLk,El Preso,spotify:track:3AetZLFrhRzIjNP0laKCLk,"Fruko Y Sus Tesos, ",0.157,0.622,0.711,0.00237,0.113,-7.263,0.039,106.154,0.804
6cjjUuY51c5SwTABCVPSYH,Bossa Nova U.S.A.,spotify:track:6cjjUuY51c5SwTABCVPSYH,"Dave Brubeck, ",0.53,0.617,0.497,0.00662,0.0767,-14.132,0.0471,105.943,0.806
3vCeDhrInX8te6SoaqZbvu,La Dueña del Swing,spotify:track:3vCeDhrInX8te6SoaqZbvu,"Los Hermanos Rosario, ",0.505,0.746,0.915,0.0000402,0.161,-6.626,0.0675,154.985,0.806
38sf3sFw835Uzab1FpHqzJ,Le lac,spotify:track:38sf3sFw835Uzab1FpHqzJ,"Julien Doré, ",0.136,0.737,0.641,0.00258,0.132,-8.566,0.0345,117.029,0.808
5013GzW3Mw2vibyztNJoOe,Samba Saravah,spotify:track:5013GzW3Mw2vibyztNJoOe,"Pauline Croze, ",0.832,0.686,0.435,0,0.0975,-9.37,0.0425,152.004,0.815
66olzBxCgKlpFRB1LKH5pO,Mushaboom,spotify:track:66olzBxCgKlpFRB1LKH5pO,"Feist, ",0.295,0.725,0.53,0.00161,0.0683,-8.641,0.0365,88.712,0.815
0OwX5aROoW1Iip8FV51Efg,Alarm,spotify:track:0OwX5aROoW1Iip8FV51Efg,"Anne-Marie, ",0.0812,0.756,0.589,0,0.176,-5.093,0.232,146.928,0.817
49FEOyx3GsIxuZSoGdAHvN,Sexual,spotify:track:49FEOyx3GsIxuZSoGdAHvN,"NEIKED, Dyo, ",0.0752,0.8,0.557,0,0.0863,-7.498,0.0664,108.032,0.821
6770VpNwRiV1fKMFjnhvmQ,Asa Branca,spotify:track:6770VpNwRiV1fKMFjnhvmQ,"Luiz Gonzaga, Raimundo Fagner, ",0.598,0.582,0.726,0.00000158,0.128,-7.386,0.0376,115.545,0.823
0YLN2oIPG6MPKAy5ysiePj,Mellow Mellow (Right On),spotify:track:0YLN2oIPG6MPKAy5ysiePj,"Lowrell, ",0.0625,0.614,0.525,0.000774,0.0766,-8.615,0.0411,87.462,0.825
1OzHkIzGMj4S3rWwF8TBjc,Aqua De Coco,spotify:track:1OzHkIzGMj4S3rWwF8TBjc,"Marcos Valle, ",0.487,0.755,0.732,0.00091,0.454,-9.6,0.0658,88.028,0.825
5MjAFPcmrR1DYCgZrXCN4d,Turnin' Me Up,spotify:track:5MjAFPcmrR1DYCgZrXCN4d,"BJ The Chicago Kid, ",0.0369,0.732,0.79,0.118,0.0543,-4.346,0.0918,78.504,0.827
1FOZVeoEE6QCBw7QhsCE4n,The Power of Now - Crystal Lake Remix,spotify:track:1FOZVeoEE6QCBw7QhsCE4n,"Steve Aoki, Headhunterz, Crystal Lake, ",0.00214,0.633,0.949,0.112,0.0753,-4.495,0.111,127.992,0.827
099TPpEaCSjEwysWZeTZv1,You Know Me,spotify:track:099TPpEaCSjEwysWZeTZv1,"Air Traffic Controller, ",0.000665,0.519,0.861,0.00000121,0.134,-6.413,0.0404,138.048,0.833
5g0i6B7xPsaldRbjxMd2OL,I'll Be That Friend,spotify:track:5g0i6B7xPsaldRbjxMd2OL,"Jodie Abacus, ",0.222,0.715,0.702,0.00000233,0.81,-4.856,0.0277,98.993,0.833
1bYqCjyoX456YOsC5MhiNC,Tip Pit,spotify:track:1bYqCjyoX456YOsC5MhiNC,"World Champion, ",0.634,0.605,0.573,0.000047,0.0974,-7.113,0.0274,143.216,0.834
4fra09o7m40oh1e9AFlcmL,Domingo em Copacabana,spotify:track:4fra09o7m40oh1e9AFlcmL,"Elis Regina, ",0.687,0.764,0.51,0.0717,0.0991,-10.33,0.0681,94.639,0.835
77q37gyYNb25EzIkpMic11,Smoke Stack - 1999 Digital Remaster,spotify:track:77q37gyYNb25EzIkpMic11,"Johnny Griffin, ",0.602,0.498,0.739,0.00044,0.192,-7.167,0.0587,109.691,0.836
3AA8xNhDC0MpqwkGX3EP5V,If I ever feel better,spotify:track:3AA8xNhDC0MpqwkGX3EP5V,"Phoenix, ",0.0492,0.755,0.553,0.00607,0.0646,-9.449,0.107,119.7,0.836
3i0nDmjTjXDsoMIKUFlhDR,Turning Heads,spotify:track:3i0nDmjTjXDsoMIKUFlhDR,"Boyakaza, ",0.15,0.733,0.628,0.873,0.128,-6.119,0.0362,93.02,0.84
6qH6xP8tzxvZlCcmHit4AL,Inspiration Information,spotify:track:6qH6xP8tzxvZlCcmHit4AL,"Shuggie Otis, ",0.00271,0.805,0.654,0.00993,0.141,-7.072,0.056,89.738,0.844
2eJDreSFwZDkmDGdOtEJbR,Dare Tonight,spotify:track:2eJDreSFwZDkmDGdOtEJbR,"Gateway Drugs, ",0.237,0.684,0.745,0.0000693,0.145,-6.667,0.0258,111.988,0.846
2LFcZ1nrrMPmGOvuEwAK23,Manha de Carnaval,spotify:track:2LFcZ1nrrMPmGOvuEwAK23,"João Donato, ",0.672,0.737,0.323,0.854,0.131,-17.345,0.0452,116.734,0.847
1vlw2pA2GXhqtDxGz1StsM,La Bomba,spotify:track:1vlw2pA2GXhqtDxGz1StsM,"Ricky Martin, ",0.091,0.714,0.96,0.0000165,0.232,-5.266,0.086,99.179,0.847
3Rjc14RoRucHhEWvv3W3xW,La Vida Es Un Carnaval,spotify:track:3Rjc14RoRucHhEWvv3W3xW,"Celia Cruz, ",0.439,0.82,0.717,0.00107,0.236,-6.191,0.0722,104.005,0.848
4ybicwPYjdnAGPBPn0AGbw,El Taxi - Spanglish Version,spotify:track:4ybicwPYjdnAGPBPn0AGbw,"Pitbull, Lil Jon, Osmani Garcia ""La Voz"", ",0.0788,0.848,0.664,0.0000119,0.0743,-10.355,0.124,94.97,0.849
2moGHNaU8a4j1iowyOiYnF,Samba da Bênção,spotify:track:2moGHNaU8a4j1iowyOiYnF,"Maria Bethânia, ",0.372,0.597,0.549,0.000923,0.0992,-11.817,0.0543,159.381,0.851
5prGd6bC82Q2sRrOPn2KLS,So Nice (Summer Samba),spotify:track:5prGd6bC82Q2sRrOPn2KLS,"Marcos Valle, ",0.568,0.782,0.48,0,0.0731,-11.197,0.0384,122.087,0.851
0wy9UHwhV8o78L3F17WuDF,There Can Be Only One,spotify:track:0wy9UHwhV8o78L3F17WuDF,"Cass McCombs, ",0.374,0.61,0.683,0.21,0.247,-13.607,0.0347,86.33,0.854
4dCbGaRR4F1EnJFav4YmkS,Mais Que Nada,spotify:track:4dCbGaRR4F1EnJFav4YmkS,"Sergio Mendes & Brasil '66, ",0.559,0.638,0.502,0.0000641,0.282,-13.457,0.0462,88.651,0.856
2pNQc7ivtCoOwEGJ04AwzW,Emotional,spotify:track:2pNQc7ivtCoOwEGJ04AwzW,"Snoh Aalegra, ",0.358,0.569,0.678,0,0.023,-6.166,0.0715,101.52,0.862
2a1o6ZejUi8U3wzzOtCOYw,Danza Kuduro,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,"Don Omar, Lucenzo, ",0.0813,0.467,0.92,0,0.0494,-4.78,0.239,130.012,0.862
17XvbAd3K1GOjWy5uQvK2U,Baby,spotify:track:17XvbAd3K1GOjWy5uQvK2U,"Devendra Banhart, ",0.0498,0.833,0.325,0.0674,0.15,-10.093,0.0404,102.02,0.863
3NZEdsk7NgbwTpIVmwNdvb,Chess - Opium Factory Remix,spotify:track:3NZEdsk7NgbwTpIVmwNdvb,"Joon Moon, ",0.00713,0.912,0.488,0.588,0.0752,-10.573,0.0378,104.005,0.864
5VKSs0ytf8QhIKqJ5creHP,Falador Passa Mal,spotify:track:5VKSs0ytf8QhIKqJ5creHP,"Os Originais Do Samba, ",0.363,0.791,0.802,0.0000843,0.0751,-6.481,0.118,88.95,0.869
4MUNZkVe0VfomuSgY1EJun,Out Of My System,spotify:track:4MUNZkVe0VfomuSgY1EJun,"Youngr, ",0.0599,0.709,0.723,0.00743,0.0641,-6.674,0.232,105.108,0.872
3aXSKGqHUGXWPfBcpl1C8I,Samba do Carioca,spotify:track:3aXSKGqHUGXWPfBcpl1C8I,"Flora Purim, ",0.765,0.423,0.613,0,0.736,-8.962,0.0777,100.792,0.874
3RaH9fxrZ541JcayzhcuzX,Second Nature,spotify:track:3RaH9fxrZ541JcayzhcuzX,"Stalking Gia, ",0.652,0.865,0.548,0.0161,0.113,-7.379,0.192,109.989,0.879
5NHUINKcKplm3RaM0doXKI,Town & Country,spotify:track:5NHUINKcKplm3RaM0doXKI,"Bibio, ",0.503,0.714,0.689,0.00134,0.1,-6.538,0.04,95.035,0.881
2RPHy1PlxehscIM1K1wQMy,Nova Bossa Nova,spotify:track:2RPHy1PlxehscIM1K1wQMy,"Marcos Valle, ",0.523,0.598,0.739,0.725,0.146,-10.602,0.0451,95.018,0.883
5Ji2qD1v0TGC5dlKIYA6Oo,Hasta Que Salga El Sol,spotify:track:5Ji2qD1v0TGC5dlKIYA6Oo,"Don Omar, ",0.0235,0.355,0.958,0.00072,0.331,-4.029,0.349,190.313,0.884
1q8NdCAQ9QUjpYiqzdd3mv,Atrévete Te Te,spotify:track:1q8NdCAQ9QUjpYiqzdd3mv,"Calle 13, ",0.0959,0.829,0.878,0,0.776,-5.951,0.101,87.991,0.884
1rASuRGnqDs8aCtZgtFqu2,Boca De Sapo,spotify:track:1rASuRGnqDs8aCtZgtFqu2,"João Bosco, ",0.606,0.787,0.659,0.000541,0.08,-9.13,0.0784,101.333,0.886
01Vfx2Jna7YYXb645Auid1,Tell Me,spotify:track:01Vfx2Jna7YYXb645Auid1,"Sharon Jones & The Dap-Kings, ",0.312,0.771,0.639,0.00000642,0.14,-8.151,0.0321,110.509,0.887
4mH5oNojEmOswUGgCizDeb,Lovely Day - Studio Rio Version,spotify:track:4mH5oNojEmOswUGgCizDeb,"Bill Withers, Studio Rio, ",0.12,0.686,0.833,0.105,0.0894,-5.449,0.0403,97.671,0.888
6OpHDI8lRiqHLqmUIYUxVr,Te Mando Flores,spotify:track:6OpHDI8lRiqHLqmUIYUxVr,"Fonseca, ",0.214,0.696,0.848,0,0.0987,-7.839,0.0602,102.038,0.888
17WLioC3CduxV3E7SxuEuU,Não Vem Que Não Tem (Nem Vem Que Não),spotify:track:17WLioC3CduxV3E7SxuEuU,"Wilson Simonal, ",0.172,0.745,0.682,0,0.713,-8.157,0.0472,121.354,0.889
4NQ7kqQP6q7PZ0LIvqSH8D,Love Like That,spotify:track:4NQ7kqQP6q7PZ0LIvqSH8D,"Mayer Hawthorne, ",0.0607,0.875,0.658,0.0000346,0.0658,-4.206,0.0411,125.95,0.891
6RQ1VQNFbi0yn2ZHX12cLJ,Paquetá,spotify:track:6RQ1VQNFbi0yn2ZHX12cLJ,"Dalva De Oliveira, ",0.77,0.688,0.424,0,0.156,-11.271,0.0701,127.021,0.893
58DrbNadexaVVmsMkRgoTL,De Conversa Em Conversa,spotify:track:58DrbNadexaVVmsMkRgoTL,"João Gilberto, ",0.788,0.675,0.345,0.00000617,0.152,-13.406,0.073,79.243,0.894
3QHMxEOAGD51PDlbFPHLyJ,Vivir Mi Vida,spotify:track:3QHMxEOAGD51PDlbFPHLyJ,"Marc Anthony, ",0.344,0.655,0.877,0,0.349,-3.23,0.0344,105.017,0.894
27uyUCHIMiiBM4vNHeEf5X,On The Line,spotify:track:27uyUCHIMiiBM4vNHeEf5X,"Gavin Turek, ",0.048,0.873,0.69,0.436,0.0817,-4.791,0.038,128.006,0.895
5fMInRpERS8jP2zPz6QyUI,Love And Happiness,spotify:track:5fMInRpERS8jP2zPz6QyUI,"Marc Broussard, ",0.0269,0.884,0.469,0.00111,0.073,-9.852,0.0372,94.345,0.896
4MmwyJaWLDXjjWzXQti4cl,Deep Waters,spotify:track:4MmwyJaWLDXjjWzXQti4cl,"Incognito, ",0.354,0.686,0.641,0.0000358,0.0751,-9.625,0.031,153.683,0.9
13AYQK0HEtYCMGo0yKebeD,It Takes a Lot,spotify:track:13AYQK0HEtYCMGo0yKebeD,"Hush Moss, ",0.355,0.5,0.753,0.556,0.364,-7.705,0.0582,213.973,0.901
4oStJO9ZuNRysGUHV2DV6j,Carolina Carol Bela,spotify:track:4oStJO9ZuNRysGUHV2DV6j,"Jorge Ben Jor, Toquinho, ",0.87,0.45,0.53,0.0723,0.137,-11.284,0.0358,86.087,0.901
23A4WepE6mwaOXFyxWhQpk,Supernova,spotify:track:23A4WepE6mwaOXFyxWhQpk,"Ray LaMontagne, ",0.12,0.581,0.778,0.00272,0.0827,-7.186,0.03,133.897,0.902
1SGpOusZOaKgoyicqZv5MW,Mi primer millon,spotify:track:1SGpOusZOaKgoyicqZv5MW,"Bacilos, ",0.201,0.745,0.924,0.0000501,0.121,-3.898,0.0355,103.033,0.903
3ihp0qYSN89GBnrgF6GhRh,Either Way,spotify:track:3ihp0qYSN89GBnrgF6GhRh,"Beta Radio, ",0.637,0.651,0.621,0.000122,0.0712,-7.271,0.0359,77.578,0.904
0OMRAvrtLWE2TvcXorRiB9,La Gozadera,spotify:track:0OMRAvrtLWE2TvcXorRiB9,"Gente De Zona, Marc Anthony, ",0.166,0.616,0.989,0,0.172,-1.698,0.0483,95.036,0.906
6O9h1t3AJK6ybVvhZG5aCl,Back Where I Belong - Radio Edit,spotify:track:6O9h1t3AJK6ybVvhZG5aCl,"Jack Savoretti, ",0.191,0.612,0.874,0,0.135,-5.938,0.0682,115.026,0.908
0bFgXiN0kf7hgmQxCzEQZS,Dance To The Beat,spotify:track:0bFgXiN0kf7hgmQxCzEQZS,"Felguk, Lazy Rich, ",0.0131,0.746,0.854,0.53,0.293,-4.408,0.117,128.001,0.909
31MInT9OVHWxdyLyJeBjTW,Tung! - Radio Edit,spotify:track:31MInT9OVHWxdyLyJeBjTW,"Deniz Koyu, ",0.00291,0.7,0.954,0.893,0.888,-4.321,0.0923,127.99,0.91
4r608qFvEK55vdNyOPtnwf,Harvest Moon,spotify:track:4r608qFvEK55vdNyOPtnwf,"Poolside, ",0.288,0.782,0.622,0.53,0.584,-5.823,0.0411,106.022,0.913
26T9IOS6Bi9iOUjKkcZsZo,Tiburon,spotify:track:26T9IOS6Bi9iOUjKkcZsZo,"Proyecto Uno, ",0.198,0.868,0.852,0.000053,0.0502,-9.403,0.0474,130.155,0.913
1YwPNemawMgGe6sF4U0FTE,Suavemente - Merengue Version,spotify:track:1YwPNemawMgGe6sF4U0FTE,"Elvis Crespo, ",0.238,0.809,0.883,0.00234,0.0625,-2.965,0.0689,124.096,0.913
7jQBORjiir0pNSKGaHevq9,Mambo No. 5 (A Little Bit of...),spotify:track:7jQBORjiir0pNSKGaHevq9,"Lou Bega, ",0.0972,0.611,0.831,0,0.308,-5.394,0.394,174.245,0.913
1A4WjuUXeFEVXjwgc7eVZ6,Good People,spotify:track:1A4WjuUXeFEVXjwgc7eVZ6,"Jack Johnson, ",0.204,0.721,0.586,0.0000221,0.0902,-5.999,0.034,176.105,0.916
6rZ3FJNSp37OMiOxxjNmh5,Zuky,spotify:track:6rZ3FJNSp37OMiOxxjNmh5,"Villa, ",0.0731,0.714,0.791,0.165,0.073,-8.066,0.0506,107.988,0.917
2SSFvQBwsxeazzo7z5l9gD,Delirious (Boneless),spotify:track:2SSFvQBwsxeazzo7z5l9gD,"Steve Aoki, Chris Lake, Tujamo, Kid Ink, ",0.0195,0.706,0.912,0,0.232,-4.44,0.0565,128.004,0.918
0LsbET3Vg2eVObPAb1Zu0D,El Taqui Taqui - Original Mix,spotify:track:0LsbET3Vg2eVObPAb1Zu0D,"Ilegales, Pavel De Jesús, Sócrates de Jesús, ",0.0254,0.817,0.959,0.00000812,0.0231,-7.215,0.0582,133.458,0.919
42k1KeBehAd83lrGt1okiC,Loca,spotify:track:42k1KeBehAd83lrGt1okiC,"Shakira, El Cata, ",0.342,0.8,0.692,0.00000192,0.0554,-5.57,0.0614,112.002,0.923
0IJ1ijo3uoJzy6ZE5wxJio,Grizzly Bear,spotify:track:0IJ1ijo3uoJzy6ZE5wxJio,"Angus & Julia Stone, ",0.496,0.907,0.439,0.0911,0.099,-8.621,0.049,118.051,0.929
1WqrrxFLNeNcYH2ELDs9UK,Church On Sunday,spotify:track:1WqrrxFLNeNcYH2ELDs9UK,"Grace, ",0.15,0.68,0.604,0,0.0804,-5.76,0.234,168.036,0.932
3J6vrRMz6EfwH2sgYiyNhc,Oye Mi Canto,spotify:track:3J6vrRMz6EfwH2sgYiyNhc,"N.O.R.E., Daddy Yankee, Nina Sky, Gemstar, Big Mato, ",0.195,0.687,0.945,0.00000283,0.281,-2.82,0.0537,95.991,0.941
3bgRCx8adxUZT7It3ryrWU,O Bêbado e a Equilibrista,spotify:track:3bgRCx8adxUZT7It3ryrWU,"João Bosco, Angela Maria, ",0.544,0.545,0.723,0,0.0715,-9.613,0.113,103.891,0.946
00i0O74dXdaKKdCrqHnfXm,La Mordidita,spotify:track:00i0O74dXdaKKdCrqHnfXm,"Ricky Martin, Yotuel, ",0.0344,0.725,0.903,0,0.183,-2.955,0.0658,142.006,0.948
4YFVcmPaqjQnJg2bZ3Wm12,Anything You Want (Not That),spotify:track:4YFVcmPaqjQnJg2bZ3Wm12,"Belleruche, ",0.0541,0.954,0.777,0.786,0.111,-7.935,0.0422,122.32,0.95
32lm3769IRfcnrQV11LO4E,Bailando - Spanish Version,spotify:track:32lm3769IRfcnrQV11LO4E,"Enrique Iglesias, Descemer Bueno, Gente De Zona, ",0.0467,0.713,0.783,0.00000193,0.0449,-3.499,0.124,90.937,0.954
1oiD5zGVKxlMNCxSUXGL9g,The Greatest,spotify:track:1oiD5zGVKxlMNCxSUXGL9g,"KING, ",0.00904,0.601,0.822,0.0159,0.0617,-5.407,0.0352,167.927,0.956
0SpVbtssPegVSizgGVpJ3o,Our Love,spotify:track:0SpVbtssPegVSizgGVpJ3o,"Samm Henshaw, ",0.0192,0.832,0.788,0,0.0571,-4.024,0.0993,115.98,0.958
1UHqnM0GD6JptREQgmkN9z,Ondo Onda A Meu Amor,spotify:track:1UHqnM0GD6JptREQgmkN9z,"Orlandivo, ",0.276,0.687,0.661,0.0859,0.245,-12.15,0.106,88.102,0.96
3QeEd0ldRZKcHixmS9TJQp,La Negra Tiene Tumbao,spotify:track:3QeEd0ldRZKcHixmS9TJQp,"Celia Cruz, ",0.0322,0.795,0.848,0.0000311,0.192,-4.442,0.0498,110.722,0.961
23Fw0qh3Onqn2276LiL2pT,Lloraras,spotify:track:23Fw0qh3Onqn2276LiL2pT,"Oscar D'León, ",0.582,0.708,0.709,0.000516,0.0717,-7.555,0.0472,96.046,0.962
2JR7RCUN6pZIoyNzaqxdUa,Cassidy,spotify:track:2JR7RCUN6pZIoyNzaqxdUa,"Brett Dennen, ",0.182,0.602,0.595,0.00000844,0.0812,-10.337,0.0339,84.362,0.963
1sq5otKE9EWT2fkJrrJx6Q,1517,spotify:track:1sq5otKE9EWT2fkJrrJx6Q,"The Whitest Boy Alive, ",0.317,0.784,0.539,0.377,0.0989,-7.676,0.0406,122.53,0.963
4remf8hQHkZ4nXhOpNTMw4,All For You,spotify:track:4remf8hQHkZ4nXhOpNTMw4,"Lion & The Lamb, ",0.0116,0.648,0.476,0.00641,0.0681,-12.818,0.184,172.037,0.963
5UBS7QGzK8TikZe4v6A91F,Nothing Gold - Todd Terje Remix,spotify:track:5UBS7QGzK8TikZe4v6A91F,"Joakim, ",0.0532,0.73,0.838,0.908,0.0522,-6.712,0.0468,112.995,0.964
4jNQhO0UX7rwoJ1dqDrH7x,Mujer Latina,spotify:track:4jNQhO0UX7rwoJ1dqDrH7x,"Thalía, ",0.145,0.795,0.967,0.0000065,0.0914,-5.489,0.081,126.83,0.964
3jPbQzzYMp2Fc2Qj6hsqkg,Never Said I Was An Angel,spotify:track:3jPbQzzYMp2Fc2Qj6hsqkg,"Pauline, ",0.259,0.783,0.656,0.00463,0.0227,-7.307,0.0377,136.037,0.965
6K5UtSAXChS6Rpm2NZJnrF,Juliana,spotify:track:6K5UtSAXChS6Rpm2NZJnrF,"D.L.G., ",0.331,0.714,0.957,0.00929,0.0837,-3.616,0.0409,94.062,0.965
72wEtgEkcLQ5x4F4ktiVSH,Pa' Mayté,spotify:track:72wEtgEkcLQ5x4F4ktiVSH,"Carlos Vives, ",0.0287,0.716,0.871,0.00000632,0.117,-7.336,0.0606,123.851,0.966
70mdAgKwVeGEHLB0lAR4mY,With Every Heartbeat (Joakim remix),spotify:track:70mdAgKwVeGEHLB0lAR4mY,"Robyn, ",0.0343,0.781,0.738,0.605,0.0476,-7.389,0.0433,121.016,0.968
3FeMpPPhGRKieT8zmlJDQz,Bailando por el Mundo,spotify:track:3FeMpPPhGRKieT8zmlJDQz,"Juan Magán, Pitbull, El Cata, ",0.0316,0.698,0.865,0,0.307,-4.083,0.0418,130.004,0.968
44f68Zu5X9gJ44ziVnaYoR,La Despedida,spotify:track:44f68Zu5X9gJ44ziVnaYoR,"Daddy Yankee, ",0.0866,0.746,0.993,0.0548,0.0689,-2.134,0.0499,122.046,0.971
2EM9zpAc7PVeoAydmbfVIL,La Camisa Negra,spotify:track:2EM9zpAc7PVeoAydmbfVIL,"Juanes, ",0.0974,0.764,0.737,0,0.0537,-4.378,0.0308,97.01,0.971
7xmp7f74I0rxUOPjVuIOE8,Procura,spotify:track:7xmp7f74I0rxUOPjVuIOE8,"ChiChi Peralta, ",0.308,0.805,0.758,0.000661,0.12,-7.418,0.0352,102.127,0.974
